url,filename,tipo,contexto
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fcrb_ptd_2025_2026_anexo_de_entregas_aprovado_assinado-1_assinado_assinado-copia_tarjada.pdf,fcrb_ptd_2025_2026_anexo_de_entregas_aprovado_assinado-1_assinado_assinado-copia_tarjada.pdf,entregas,Plano de Transformação Digital FCRB: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_novo-ptd_2-1_docdiretivo_repactuacao_2024-2026_assinado_assinado-copia_tarjada.pdf,fiocruz_novo-ptd_2-1_docdiretivo_repactuacao_2024-2026_assinado_assinado-copia_tarjada.pdf,diretivo,Plano de Transformação Digital FIOCRUZ : Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,entregas,Plano de Transformação Digital FIOCRUZ : Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz-ptd-06_2024-copia_tarjada.pdf,fiocruz-ptd-06_2024-copia_tarjada.pdf,desconhecido,Plano de Transformação Digital FIOCRUZ : Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_ptd_2025_2027_docdiretivo_assinado-1_tarjado.pdf,funai_ptd_2025_2027_docdiretivo_assinado-1_tarjado.pdf,diretivo,Plano de Transformação Digital FUNAI : Documento Diretivo / Anexo de Entregas
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,entregas,Plano de Transformação Digital FUNAI : Documento Diretivo / Anexo de Entregas
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funarte_ptd_docdiretivo_assinado_21_01_2025_assinado_assinado-copia_tarjada.pdf,funarte_ptd_docdiretivo_assinado_21_01_2025_assinado_assinado-copia_tarjada.pdf,diretivo,Plano de Transformação Digital FUNARTE : Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funarte_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-copia_tarjada.pdf,funarte_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-copia_tarjada.pdf,entregas,Plano de Transformação Digital FUNARTE : Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fundacentro_ptd_2025_2027_docdiretivo_assinado_assinado_assinado-copia_tarjada.pdf,fundacentro_ptd_2025_2027_docdiretivo_assinado_assinado_assinado-copia_tarjada.pdf,diretivo,Plano de Transformação Digital FUNDACENTRO : Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fundacentro_ptd_2025_2027_anexo_de_entregas_assinado_assinado_assinado-copia_tarjada.pdf,fundacentro_ptd_2025_2027_anexo_de_entregas_assinado_assinado_assinado-copia_tarjada.pdf,entregas,Plano de Transformação Digital FUNDACENTRO : Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mma_ptd_docdiretivo_assinado_2025_2026-1_assinado_assinado-copia_tarjada.pdf,mma_ptd_docdiretivo_assinado_2025_2026-1_assinado_assinado-copia_tarjada.pdf,diretivo,Plano de Transformação Digital MMA / IBAMA / ICMBio / SFB / JBRJ: Documento Diretivo / Anexo de Entr
